    57.889985,    0081.595,    000037.8796,04.548903,    000018.86809
042.03524587,  42.04175049,   0054.4420269,    0025.766095,      073.76506189
  26.62898636,  0.4712392811,  70.5861557,      0057.380284,    0033.6868
   088.36373,   041.13556,   00000076.733,  47.4905279,     0000054.193
  0036.09387, 31.984716,      83.29402226,0015.7525,    0020.95322
  0090.662,     45.1964619,    72.29235236,1.78179708,      037.8213
  58.52613466,   9.8694926,     86.73365469,  00093.264,  22.47589859
    0051.515367,000088.10877,  0017.9596,0007.066602,     000007.7365
      074.2444,      00065.89,    34.4259568,      00046.9192,16.20632023
    000024.9219,   42.93735778,     0000060.544,  98.16616,      00005.43918
00038.249549,  00038.412453,  031.949277,    00089.284,   093.48256653
061.1599188,     15.7865044, 47.7062534, 42.85377075,   47.25917015
     00000060.664,   80.6842854, 0000061.945,0000080.1657,  0067.565519
  000061.92728,      0000099.443,002.5153,     036.5418858,    25.786449
    65.2214184,0000073.6298,  0063.6682,    0000038.0654,     023.8243258
000044.86297, 09.89554707,80.1065994, 054.64416,      025.2491
 0070.447557,060.32554,     017.3405, 00070.082,     99.90181981
 30.15755309,     000032.81,      00026.75479,  0017.668,   0052.2308
 40.8989134, 0055.5419,0024.87291,    73.20089546,  000052.419
     0000085.339,  000005.76493,  66.57624984,      002.614364,00082.091685
     0028.21406,   0043.5464796,    000056.9708,     0000093.4522,81.12000106
  000048.702,24.25909883,   14.63868,   000.2224767,   40.207564
      0006.66263,    0029.9075968,      78.35380319,    0038.667,      060.8519253
  00035.65576,     00095.565,    0096.7772266,  48.86167565,    02.94631077
      044.1789022,19.92836915,     056.35100523,  0070.14551,      0000044.47
 045.7494,   0000094.739, 00023.3078,   61.470025,      06.071511375
 10.6769393,     40.73842998,  90.7285621,00089.281,   65.28909
    26.637337,      0084.4145,     63.4592884,  64.2463519,  0049.007272
 00080.72736,   0090.420156, 68.74083735,  66.87843744, 0008.625067
   0053.2952,    0000090.6732,     0.4071028599,    00097.118196,60.8234731
    073.55790009,      000000096.52,  00057.147,  19.7394563,  075.91546
    017.3802,    86.16774945,00080.98756,78.6903255,    060.63886
 7.23090028, 0048.5043958,      0028.4589,    000033.951,     0027.8073925
      13.2144778,   022.0305747,      75.8857474,      023.83745985,      043.74011
  000024.773, 42.2991941,   0035.562266,      000088.798,  00079.8062
      30.740106,    88.69722506,     45.8485316,      0000017.5517,      039.32808
000038.015,     0000031.3315,    058.049772,      0022.8569,000086.5929
    47.1979488,6.9822689,0073.7361,  88.21454149,35.25474835
     0080.139,   00059.265494,      0000068.9236,063.36534, 14.43690762
     049.7514555,   97.93778251,0000066.431,00000043.789,86.45588532
     000040.0428,     01.84463,      41.7710348,    00002.115109,      085.01797
    00082.500244,059.47399429,  00040.31463, 56.14901,  000052.80241
      84.7555558,0094.995326,     00058.18159, 0017.0028346, 95.805419
     79.9747117, 00067.1224,   00054.65727,   0000090.892,    0000025.041
     92.48720406,    03.441559,     040.663964,    044.139549,     28.63773686
    068.606547,     00050.98946,   66.5844272,000079.4319,     060.213766
90.91601438, 79.8771453,    0000012.4803,    052.408695,   04.68530378
 0065.6250466,     19.565371,     000077.67395,  0000043.771,     0018.0931
  33.76698,    060.495857,   00091.82342,    0020.0378,0020.5716115
      000055.65716,     0029.7984066,   0000040.875,   20.1837903, 0054.747
     00000026.55,     000038.799,  0000066.108,     40.18188514,    11.6891081
 000079.7631, 70.4414078, 0003.3028,  0043.88067,    0015.1879
29.48805,  000015.0901, 54.27299118,071.6728,  000005.08858
      0.1883434241,      019.4078549,  0000031.3564,   21.3822454,     55.0494534
  8.861037,     00040.634404,   000068.18308,24.7552436,0000077.343
      00082.426927,     82.57018661,    091.24494,    026.46148,      85.772369
      51.7474567,     09.66954,    093.159771,      11.6778787,    097.9917699
  66.1051081,    00082.66704,     0023.74368,     0000025.58, 40.580163
    00000007.788,   015.781753,71.14953392,  0018.44679,  000022.608
     00009.0099,    74.25192513,      014.06672,      080.2802951,  0063.03985
     00032.93, 000078.3849,  66.0805352,      0000077.1916,     037.3841
 0007.506425,     55.5296516,    044.9894228,   000048.6489,      000069.108
   0030.99243,     0000038.562,      00022.025183,   20.79925853,     44.84392614
     0066.944765,      081.148355,  33.068139,001.55477638,     00064.593
    016.5938199,    010.00394827,     050.3165,45.024068, 4.196736123
      33.9631585,     097.78022,      86.6116215,  72.08813903,0000028.2681
   017.26016494,      0053.27941,   0000021.858,00009.9899,    00000025.823
   000021.568,93.3219153,  51.36342,   18.2046469,     050.9419
 67.8821004, 001.2437807,     28.86836,      092.4474, 0035.248
0013.902651,     0029.9253798,     3.29996038,0047.5941369,   0072.471976
      058.768176,   69.29444313, 0090.6217256,   073.31572, 0030.583095
  00087.35558,   096.89133365,  07.44266157,   63.9831005,   0000059.7421
    092.92296697,    0.6358443,75.88199728,   00000027.313, 014.042514
  0000036.488,    0090.491,     033.3877,  0015.45338, 092.375794
030.2905478,  029.262824,   084.5252,     0072.1479045,  0035.245548
   026.3837,     28.5098166,  028.44433,    0098.55046, 87.87588183
      68.3879376,    59.8577647,070.59727636,   000036.36898,      00019.8161
   12.743648,    00072.08965,      000047.809,    000077.96326,    74.8306539
   00096.2914,00000060.544,     060.8120709,    000015.01889,      0040.55739
   71.79509953,  014.697635,  75.49688265, 15.831254,      097.8411503
 0018.5895,      0039.240123,    000081.14223,    000034.89841,    0045.008
      00064.6434,073.9188,   000000012.31,  0001.759971,     0045.488646
 044.4086583,  54.4389131,   016.95471432,64.5874456,  47.495565
    49.18219446,  0055.87344,  000087.27068, 0057.353974,   043.83890948
 00023.36178,054.30491312, 92.3676449,      000084.49,  053.46923
     0074.1160797,     0002.29978,     063.742534,      089.8407002,   37.7151834
  0063.0367,     30.823795,      82.7624693,      00026.96251,     00090.07
     00074.6391,  0059.5809,  0006.6812353,77.2179905,      088.3053788
    00087.714,   037.56496,      0096.974,11.89319,      000007.996
 91.01641,0066.5078,   24.4079991,   55.4776351,00023.1763
      0000056.302,   042.5693023,002.495114,      23.156329,   50.30683855
   35.6734972,50.5198151,  26.496418,  69.6167432,   00069.997102
87.2582287, 00055.436,1.053063731,      097.17476,      025.250449
  0021.0871, 78.70793,    00029.139,00028.5082,  22.12042
 0044.8226,    00030.62432,      28.812511, 063.0408, 064.30716227
028.328451,     98.43213361, 036.75244, 00031.4949,    000029.495
82.2761766,    16.1841592,    0032.20495,   000016.47291,   007.3289
      000077.92901,    00057.584121,    000056.432,  87.57577098,    031.65423
 00000093.893,  0017.877,  00034.934,     007.5404, 080.76106751
00011.0076,  0003.85849,    54.98948345,000032.96623,      00095.781387
